listing_id;id;date;reviewer_id;reviewer_name;comments
7062137;104339042;2016-09-26;40370084;Smadar & Yoni;shirene was lovely. her home is situated in a nice and quiet location. the house was clean and organized, and we would love to come again
10096521;65327935;2016-03-13;54630219;Ann-Kathrin;Die Wohnung war gut zu finden und wir wurden trotz einer kleinen Verspätung freundlich begrüßt! Die Wohnung ist toll, sie ist mit liebe eingerichtet und man fühlt sich gleich wie daheim. Am Anfang war es zwar etwas kalt, doch nachdem wir das erste mal richtig durch geheizt hatten, war es immer angenehm warm. Die Tür zur Toilette lässt sich nicht richtig schließen, aber wir empfanden es als nicht so störend. Ganz besonders toll fanden wir den Erasmuspark direkt in der Nähe, hier konnten wir ogar unseren Hund frei laufen lassen, da er komplett umzäunt ist. Das Wetter war toll und sowohl wir als auch unser Hund haben die Spaziergänge dort genossen! Es war ein toller Aufenthalt bei Julia und ich würde sie Wohnung wieder buchen!
9215970;54460775;2015-11-20;43267179;Clayton;Very welcoming as always from Priscilla, excellent accommodation close to the centre, perfect!
9215970;62189155;2016-02-12;17419732;Isaac;Great access to public transport, tram is literally right outside door. Quiet building, I only saw one other person while I was there. Very good value for the money, I would recommend it as a simple quiet place to stay.
2640530;38433130;2015-07-15;37133608;Florian;We had a great time in Janiv's studio! It's well located and very cosy. We particularly enjoyed the sauna and the music instruments. Thanks to Janiv for his flexibility, his hospitality and his help when we had problems.
2640530;73695998;2016-05-09;18123525;Алексей;"Жилье просто отличное :)
Друг Янива, передававший ключи, показал все что было нужно и рассказал куда стоит зайти, где взять велосипеды и все-все-все :)
Атмосфера жилья соответствует Амстердаму - можно расслабляться во дворике (полагаю, сауна тоже отличная, но мы ей не пользовались), можно медитировать в комнате или попробовать себя на одном из многочисленных инструментов! Прямо перед домом - аллея у реки, а на ближайшем перекрестке - аренда велосипедов и отличная кафешка Dubbel-op (аккуратней при заказе бургеров - вместо одного вам принесут два, да еще и с картошкой!), у остановки супермаркет Dirk van der Broek с самыми гуманными ценами в округе :)
Случайно получился инструктаж будущим жителям :)
Спасибо Яниву за этот прекрасный вклад в отличный недельный отдых! :)"
2640530;78451717;2016-06-06;62459309;Moundir;un bon studio à 30min à pied du centre ville, le plus de ce studio est le sauna !
4051748;42020080;2015-08-10;29356775;Niccolò;The flat is very nice, and in a perfect location - quite neighborhood but very close to the city. Arjan and Prema were very welcoming and helped us with tips and suggestions. Recommended!
4051748;68539331;2016-04-05;9069362;Elena;Arjan & Prema's place was perfect. A great location, close to the RAI Convention Center in Amsterdam where my Father was attending. The apartment was clean and modern with everything he needed for his stay. Would highly recommend to friends and family! Thank you!
4051748;81718843;2016-06-24;8830332;Eric;Arjan welcomed me warmly even though I arrived late from the airport. The room is well isolated from the rest of the house, with access to the terrace and separated shower. He always made sure I would have anything I needed. Being available that late of the evening was key to feel welcome at a RAI conference, only 800 meters from the house.
4051748;124167402;2017-01-01;14966732;Alexis;The location is great as it is a quiet neighbourhood within walking distance from public transportation.
4051748;126245187;2017-01-10;33750833;Angela;The house and location were absolutely perfect! I stayed in the big room and could not have been happier. Very comfy bed and great sitting area to unwind in after a long day. Arjan was a super host and the communication was excellent. I highly recommend this spot for anyone looking to explore Amsterdam!
8040128;45050715;2015-08-31;33841217;Neda;The host canceled this reservation 7 days before arrival. This is an automated posting.
2370505;13532440;2014-05-30;3748246;Alexandr;"We had a great stay at Carolien's apartment. After arrival Carolien showed us the apartment and explain everything. Afterwards we didn't see Carolien again. 
5 minutes from railway station, big food shop 5 minutes walk. 
A big bed, big kitchen and small balcony where you can have a breakfast and lunch! It's really great! :)  
We really like Carolien's apartment. I very recommended this apartment to everyone who want to visit Amsterdam! Many thanks, Carolien! :)"
2370505;14271372;2014-06-16;4989789;Larisa;Carolien - excellent host. She waited for us in the apartment, all fully explained, demonstrated and always ready to help in any situation. We have to remember and what it many times to thank:) the Apartment is very convenient, in a quiet area, close to the railway station, 1 stop (5 minutes) drive from the centre. But very strongly recommend you to rent a bike to feel the whole atmosphere of this friendly city! Carolien knows what you need for a tired traveller and therefore the apartment has everything necessary. Bed just magic - heals from fatigue. Silence, morning coffee on the balcony, cosy courtyard...m-m-m...Want to come back again! It is a pity that not met with Mimi.
2370505;14606418;2014-06-23;14033930;Artur;"The apartment is great for its low price, well located near a train station in a quiet neighbourhood, not too far away from the city center.
The host was amazing, very friendly and helpful.
I would definitely return to this apartment a second time if I had the chance to visit Amsterdam again."
2370505;15399741;2014-07-08;14507189;Lana;"Carolien was very hospitable)) She was waiting us when we came. She left some beer, coffee and tea for us and explained where everything in the neighborhood was. The apartment was in excellent condition. I recommend staying with Carolien.
Lana&James

Каролин - гостеприимная хозяйка. Она была уже в квартире, когда мы приехали. В холодильнике нас ожидало пиво, а на полке чай и кофе. Квартира светлая, чистая, уютная. Мы провели там три дня. Рекомендую эту квартиру для аренды. 
Лана и Джеймс"
2370505;20951332;2014-10-08;8177367;Didem;Carolien was amazing host! She gave us nice advices and she was really helpful. Firstly, the house was exactly same as the pics. And then location was nice so close the public transportations and also you can go to the city center by walking. I'm so sorry that we couldn't spend much time with carolien i'm sure that she is also amusing :) Thanks again Carolien for everything! Looking forward to be back in Amsterdam!!
2370505;21703449;2014-10-22;20177197;Robin;"Carolien was a superb host. She met us at the flat and went out of her way to make sure we felt welcome. She gave us loads of ideas of things to do, and a great recommendation for a local restaurant. The apartment was amazing; close to public transport and a couple of shops for food/snacks. It was also very clean and well equipped. 

There's also a very good (and cheap) bike rental place very close to the apartment, and we would highly recommend hiring some as it's the quickest and most fun way to explore!

Would definitely stay at this apartment again, and would definitely recommend it to others."
2477880;121462079;2016-12-17;57647553;Helge;Fantastic flat in a perfect location. Jan is a very nice host with lots of local tips. The flat is very nice. We will stay there again.
3073208;45623570;2015-09-04;22554753;Mattia;The apartment was very beautiful, and clean. Near the apartment you have a tram station, supermarkets and everything!
1958574;35235145;2015-06-16;7686158;Scott;Magne and Marien were great hosts and provided me with a clean and well located place to stay. I had some delays getting into Amsterdam but they were easy to communicate with and made sure there was someone there to greet me and give me a quick run down. Had a great time in Amsterdam and I loved staying just a stones throw away from everything without having to be in the middle of it. Every morning I had my breakfast watching bee's fly around all the flowers in the small garden, and it definitely was a great touch to my relaxing trip away. I know if I come back I'll be hoping to stay here again!
1958574;57337734;2015-12-24;3513896;Allison;"Magne is an excellent host. She was easy to get in touch with and she helped me with everything I needed. She provided me with great advice about where to go for food, arts etc as well.
This good sized (ground floor) studio apartment is in a convenient location, a short ferry ride from central station. The ferries are very frequent. When I first arrived, I was met at the ferry and shown to the apartment (very close by).  It's by a newly trendy area.
The apartment has tall wide windows and is adjacent to a playing field."
1958574;60085406;2016-01-18;50258992;Elliott;Just lovely!!!
1958574;68419244;2016-04-04;60096346;Mario;Magne was truly a gracious and attentive host. I could not have asked for a better Airbnb experience!
1958574;74174801;2016-05-13;9548844;Javier;"Magne's studio is exactly as seen in the pictures and it has all you need to spend a few days in Amsterdam. You need to take the ferry from Central Station to Ijplein to get there, but it's just 5 minutes (and for free), so even if the area is very very quiet you are no more than 10 minutes away from the city centre.  

If you want to stay up until late maybe location is not great as the ferry finishes at midnight, but for me this was not a problem, and you can always take an alternative ferry (and walk a bit longer) during the whole night."
12804908;86052983;2016-07-14;69876169;Avery;We enjoyed our stay in Amsterdam. The room was large, bright, and clean. The location was excellent for walking everywhere we wanted to go including museums and restaurants. We would stay here again :)
15433270;122123480;2016-12-21;27133168;Sean;Nice and friendly host. Very easy to communicate with. The apartment is very simple, basic, and well-maintained, suitable for those who just need a place to sleep at night. Overall good value.
49790;262698;2011-05-14;440143;Martha;"Klaas is basically a lesson in ""How to be an amazing AirBnB host.""  Every details was considered and I had the best stay in Amsterdam!  The house boat was clean, beautiful and in perfect shape.  The information sheet Klaas listed had information about how to work everything in the house, and he also had wine and beer available for purchase, which was a great touch.

Klaas explained to me how to get to my conference venue, showed me how to work the doors, wifi, television, etc. and was just overall a very very nice host.  The next time I return to Amsterdam, I hope to stay in Klaas' houseboat again.  It was a relaxing and fun place to stay and I highly recommend it!"
49790;324250;2011-06-20;541357;Tim;"Klaas was the perfect host. His communication before I arrived was great and he gave specific directions to his boat which was appreciated.
The houseboat itself was immaculate and perfect for a base in Amsterdam.
Klaas provided a great coffee machine and wine and beer in the fridge for sale (at reasonable prices) Just in case you don't feel like going out to the shops to buy your own.
Shops, cafes are close as well as the tram straight into the centre and nearby the beautiful Vondel Park to walk through.
I would definitely recommend staying here.
We had a great time and stayed in a great place.
Thanks Klaas
Next trip to Amsterdam this boat will be my first choice."
49790;423758;2011-08-06;466881;Al;"I booked this as a honeymoon for my friend, I asked him to write the review...

What can we say? Well… If you want to arrive in Amsterdam and instantly believe that you live there, then this is the place for you. We were met by Ivelina; she told us how everything worked and then she left us to it. All of a sudden, we lived on a beautiful house boat in the museum district of Amsterdam. Not too far from anything at all, a short tram ride or even walk to the culture centre and just as close in the other direction to all the red lights. All in all, it was an absolutely amazing experience held in the greatest of comfort and the most pleasant of environments. It is a very highly recommended place to stay.
 
Much love
 
Richard & Charlie"
49790;1077667;2012-04-03;1349507;Julia;We had a lovely stay on Klaas' houseboat.  He met us promptly at the arranged time, showed us how all his gadgets worked, and left us for three days to enjoy!  The houseboat is very nicely furnished, with a very comfortable bed, for a great night sleep.  We rented bikes from him for 28 Euros for three days.  Couldn't be easier!  We felt very at home, and enjoyed our stay.  Very easy walk to the tram, and several great restaurants.  We enjoyed the deck, and watching the boats pass on the canal.  I would stay here again, without reservation.
49790;1199773;2012-04-30;1735482;Diane;"We stayed in Klass house boat in April 2012 to celebrate outr 10th wedding anniversary. 
Our stay was even better than we could have imagined! 
The house boat is fabulous....every facility that you could need. Very clean, modern and extremely comfortable.
It is located in a very peaceful neighborhood only a 10 min walk from a frequently run tramline.
We were met by a friend of Klass who was very helpful and friendly...offering us good tips and advice.
We thoroughly enjoyed our stay and would highly recommend it.
 A great experience in a great city!"
49790;2459158;2012-09-30;205736;Tod;Amazing place.  Incredible host.  Best Airbnb stay ever.  I plan to return.
49790;4245296;2013-04-22;5121415;Lynn;Fantastic houseboat with all amenities you could ask for - Klaas is extremely helpful and very welcoming to his boat. The location is close to markets, shops and the tram, and quiet for those who like to be in the less busy sections of Amsterdam. Would stay here again without hesitation. He also has a nice selection of wines for purchase and even provides coffee for the morning - how great is that?!
49790;19851569;2014-09-19;9252089;Yanette;After 4 Airbnb host-cancellations while travelling in Europe, we were so happy to be able to secure our replacement accommodation at such short notice, only two days before moving in. We were met by David, filling in for Klaas, as we arrived early. The houseboat was EXACTLY like the photos, everything one could wish for, was provided. There was even a mini bar with wine and beer and a cupboard full of music DVDs/CDs. We did not use the TV though, too much to see and do in Amsterdam. The bed was extremely comfortable, there were blinds over the windows to block out the street lights, so a good sleep was guaranteed. The communication with Klaas before and during our stay, was amazing, him replying immediately. We spent most of our evenings relaxing on the deck at the back of the boat watching the world go by. The houseboat is close to two amazing parks, Vondel Park with restaurants and Rembrandt Park. Various tram stops were only a 5 to 10-minute walk away, taking you anywhere in Amsterdam. The AH supermarket was close by in case you want to do your own cooking, but cafés and other eateries are all within walking distance. A perfect place to stay, close to the Museum Quarter and the Pijp area. We loved Klaas' houseboat. Highly recommended. Thanks, Klaas, for being such a great host!
49790;37593648;2015-07-08;35716811;Allen;Working with Klaas to make our reservation and arrival at the houseboat was flawless.  The unit is exactly as described in the listing and photographs.  The parade of passing boats presents terrific entertainment but stops early enough in the evening to afford a quite nights sleep.  We loved the adjacent neighborhood and local restaurants.  We had traveled to Amsterdam many times before and we felt more like a local than a tourist even though you are only a beautiful walk though the park to museum area.  The kitchen is very well equipped although we used it primarily to make coffee in the mornings.  There is no freezer and as Americans we love our ice especially for an evening cocktail on the back deck.  However, it is only a short walk to the local Albert Hinz where a bag of ice is just 72 cents.  We were there in July during some of the warmest weather of the season and with the fan in the bedroom and the natural cooling at night the lack of air-conditioning  was not a problem.
49790;50167785;2015-10-10;38828987;Traci;"I stayed at Klaas' houseboat Oct. 3-10. It was amazing! Klaas was very helpful with any questions I had, hints about the city and making arrangements for extra activities.

The houseboat is in a very nice residential area, not too many tourists, but centrally located by bike, walking or taxi to any destination. Sitting on the patio of the houseboat, sipping champagne and watching the boats go by is absolutely magnificent. 

Amsterdam is a wonderful city, very easy to maneuver, the locals are very friendly and helpful.

I highly recommend a visit to Amsterdam and a stay in Klaas' houseboat!"
5475024;33117664;2015-05-25;26668434;Katja;"We had a nice trip to Amsterdam :) 
Jasmijn and her Family were really nice and welcoming. The apartement was nice and near the bus Station or subway. Thank you for all! :)"
5475024;48416998;2015-09-26;34966948;Louisa;"We had a great time at Jasmijns place and felt welcome from the first moment! The room was spacious and very clean.
There are two children in the house who are really adorable and trustful. 
I totally recommend Jasmijn as a host!"
5475024;55066579;2015-11-27;43508639;Alison;We enjoyed our stay in Jasmijn's beautiful home. She lives with her husband and two young kids, who kept her busy most of the time. The room we stayed in was on the third floor, and was a little segregated from the rest of the house. We enjoyed having our own space, and they all made us feel welcome. The apartment was about 30 minutes from the city center by metro, with about a 10 minute walk to the metro station. We enjoyed being on the outskirts of the city, and the neighborhood seemed to mostly be young families. Would recommend!
5475024;60694520;2016-01-26;24859859;Ruqi;Sorry for arriving late. The room is comfortable and convenient, and close to the metro station and supermarket. The surrounding environment is excellent. Besides, Jasmijn is friendly to us and helped us a lot.
2247902;12020575;2014-04-21;13945900;Laura;"Our hosts Jochem and Dorien were both lovely, we met them at the apartment and they gave us lots of useful information about the local area and what is best to do in Amsterdam. Their flat is in a great location just outside the centre - about a 15 minute walk. The bedroom, living area and kitchen were perfect for a long weekend trip, very comfortable and homely with everything you need including a TV and cooking equipment. 

Would definitely recommend staying in their flat and would also stay there again if I were to go back to Amsterdam. 

Thanks for a great holiday!

laura"
14922556;101587754;2016-09-14;92011839;Burak;Jolanda çok tatlı bir ev sahibi. Bize her konuda cok yardımcı oldu. Evde ihtiyacınız olabilecek herşey düşünülmüş. Gezilebilecek heryere yürüme mesafesinde. Ev cok huzur verici bir konumda. Suyun üstünde olmasına rağmen hiç sallanmıyor.
14922556;110583765;2016-10-27;94669426;Laure;"Avant notre arrivée, échanges d'informations toujours rapides et efficaces avec Jolanda,
Et excellent accueil de Jolanda à Amsterdam avec ses conseils de visites.
Et elle parle français !
Son bateau très bien situé - par rapport à notre programme de visites (musées) nous a enchanté (propreté,équipement).
Nous le recommanderons autour de nous.

Before we arrive, exchange always fast and efficient information with Jolanda,
And excellent reception by Jolanda in Amsterdam with her advices.
And she speaks French !
His boat very well located, has delighted us (cleanliness, equipment) .
We’re going  recommend this rental around us."
14922556;130483204;2017-02-06;21550647;Giorgia;"Beautiful place.something special for your journey in Amsterdam! 10/10 for us
We find the houseboat very useful and beautiful"
2993046;15321641;2014-07-07;14009226;Annabelle;Séjour inoubliable à Amsterdam. Nous avons été traités aux petits oignons par Laura et Marnix, un couple généreux, accessible et attachant. L'appartement est très beau, calme et d'une propreté incroyable. Pour l'ensemble de l'œuvre, nos hôtes mériteraient une note de 6/5. Meilleure expérience Airbnb jusqu'à ce jour! N'hésitez pas!
2993046;34811122;2015-06-12;34537974;Elisabeth;Ich hatte 4 sehr schöne Tage in Amsterdam! Das Appartment liegt sehr nahe bei Amsterdam Zuid und liegt super schön in der Gegens De Pijp! Gute Lokale, Parks, nette Shops und der Albert Cuypmarket sind gar nicht weit entfernt! Das Appartment war genau so wie auf den Fotos. Obwohl das Badezimmer sehr klein ist ist es doch ganz neu renoviert worden und somit fühlt man sich sehr wohl! Der Balkon ist super! Laura und Marnix sind sehr nett und sind für eventuelle Fragen jederzeit erreichbar. Auch das Abschiedsgeschenk war sehr nett! Danke für die schöne Zeit! LG Elisabeth
11317473;70584444;2016-04-18;5621690;Ludovic;"Even if we are not met, Paul was a good host, it was easy to communicate and he gave us lots of good advices. 
The flat is perfect for 4 peoples, (brighter than in the pictures) and the rooftop is really amazing.
Rivierenbuurt  is a cool neighborhood, close to the Pjip, and you will find erverything you need just around the corner (bars, restaurants, grocery, bikes rental, supermarket…)
The tram, in front of the house, take you to central station in 20 minutes, but the best way to discover and visit the city is by bike! 
Do not hesitate to contact and rent Paul’s flat !"
16747898;132672661;2017-02-19;54351518;Chloé;"L'appartement est exactement comme sur les photos, il est cozy et la déco est très sympa ! Parfait pour un couple. Il est à environ 15 minutes du centre en tram , le quartier est calme mais proche du centre et de restaurants et boutiques dans le quartier ! Zander est très réactif et à l'air très aimable (car nous ne l'avons pas rencontré) . Je vous conseille ; )"
3159545;101207088;2016-09-12;66485374;Brooke;Bart's home was beautiful, stylish, spacious and had everything we needed for our stay in Amsterdam. Comfortable bed, a generous supply of food and amenities and it was super tidy. I loved exploring the area De Pijp and it's many trendy bars and cafes all within walking distance. We used all of Bart's tips and recommendations in where to visit and eat which i appreciated as i was short on time to research Amsterdam. Bart was responsive with all questions and request and was flexible with our late arrival and delay. I loved it and can't wait to go back.
4697911;31039005;2015-05-01;27100370;Nik;"This is a very nice, cozy house with nice backyard in a quiet neighbourhood that is easy to find and offers free parking. The house has everything you need, so your stay will surely be a comfortable one, as was ours. Unfortunately, we didn't meet with our host, but there was some welcome drinks waiting.

I recommend using bikes to get to the city centre and also while in it, especially if there is no rain. It takes around 10 minutes to the ferry and then around 5 more to the centre.

I surely recommend this house, especially for families."
9130232;57951735;2015-12-30;51634641;Adinda;Een plekje met een warme ziel en zicht op het water. Een hartelijk briefje heette ons welkom, er waren kaarsjes om te branden, een tafeltje om thee te drinken en Risk te spelen. Het is een kamer in een woongroep voor studenten, de keuken kan plakkerig zijn, soms is er wat lawaai.
4294457;42429457;2015-08-13;38575276;Pauline;"Notre séjour chez Félix c'est très bien passé. Son appartement est très agréable avec un petit balcon idéal pour terminer la journée au soleil. Proche des transports, son appartement est très bien situé, avec toutes les commodités accessibles à pied. 
Felix est un hôte sympathique qui avait laissé à notre disposition des plans des transports."
4294457;43084678;2015-08-17;16516383;Gilles;"L'appartement de Felix est idéalement situé près de la station Muiderpoort qui dessert très bien les quartiers centraux et périphériques. Le quartier est dynamique mais la rue est très calme. Les recommandations de Felix sur AirBnB pour les bonnes adresses du quartier étaient les bienvenues.
La description et les photos correspondent à l'appartement. Nous avons particulièrement apprécié la petite terrasse sur le balcon. Notre hôte a été très arrangeant pour les heures d'arrivée et de départ."
4294457;56878245;2015-12-19;137719;Mattis;The apt is well situated, close enough from the center by train and from museums, neighboorhood is nice. A nice place to stay for a week end.
15280382;121834797;2016-12-19;50456654;Françoise & David;Everything was perfect. We can warmly recommend!
15280382;123873114;2016-12-31;29116137;Ricardo;It was perfect!!
15280382;132524014;2017-02-18;13248472;Joelle;"A modern and comfortable apartment in an off-center but convenient location if you have to do in the quartuer station (15 minutres on foot).
If you have a car a garage is at your disposal. If you like the exchanges and the little more Airbnb spirit , go your way here it is a professional who runs many apartments: efficient but ..."
8299334;47850061;2015-09-21;43780195;Edward;"the whole experience was amazing, the apartment was in a great location and a really nice place to stay. Jorg was very helpful with everything.

all in all 10/10"
8299334;68252709;2016-04-03;35399631;Xinyi;Jorg's apartment has a good location, you are able to walk to Amsterdam central station, and city center as well. The apt is very clean and cosy, we had a really wonderful stay.
8299334;130922921;2017-02-09;13051945;Seain;Not sure what the photos were of. I told the hosting company that we would be there at 8 they said phone half an hour before which I did at 745 told them I would be 30 minutes. Got there at 815 only to wait in the rain and snow outside until 835. Lots of personal items left around but nothing useful. Broken tap in the kitchen. No waste bins anywhere? No TV. No sitting room, just 2 bedrooms. Asked to take bedding off of the bed before we left. All very strange really considering.
7783993;43346184;2015-08-18;41809670;Anne;The host canceled this reservation 3 days before arrival. This is an automated posting.
7783993;47068511;2015-09-15;40703728;Simona;We stayed on the boat for 4 nights. It was an amazing experience! The location is great, with just 10min to the central station and city centre (you have to take ferry to cross the river). First day they picked us up and showed us everything on the boat. They filled the water tank, there is even a small boat by side and they offered to show us the city with it, but unfortunatelly we had no time. Despite no plugs, there are lights and also a small portable gas cooker. They´ve also inserted a chemical toilet. So to sum up, the hosts are very friendly and helpful and the boat is great option for young people seeking tons of fun in the city of Amsterdam!
4061531;92323763;2016-08-08;46450792;Alessia;"Our holiday in Amsterdam was amazing! The apartment is as like as what is showed in photos, it's perfect for three, better two people and it has all the necessary for a 4/5 days of staying.
It is situated in a quiet area, 30 minutes by walk from Dam and with supermarkets and really nice cafès in the surroundings.
Anne was very kind, she gave us all the informations we needed and she was always ready to answer our questions.
She also gave us a bottle of wine and typical dutch sweet as welcome gift!
I would really suggest this apartment to all!"
9832272;59684258;2016-01-13;13315998;Caroline;The host canceled this reservation 103 days before arrival. This is an automated posting.
9832272;92691954;2016-08-09;49099006;Carlos;Como he dicho en la evaluación, el apartamento esta bastante bien, bien situado y tal cual se ve en las fotos, lo único que por el menaje de cocina y la zona igual no es muy recomendable para ir con niños porque es una zona con mucho ruido.Por lo demás bien
13179198;135228632;2017-03-04;79333548;Asparuh;"We had a great time in the apartment with Saskia as a host. She was very welcoming and friendly. Also, very flexible with our check in and out hours. The apartment itself was also great. Close to the city center with great places to eat in the neighborhood. I would highly recommend bar Spek which was just around the corner. 
Thanks again Saskia for the pleasant stay!"
4493007;34177341;2015-06-05;27154770;Audrey;The apartment was great - very coean and in a great location. It had everything we needed. Alexander was very accommodating and very welcoming.
4493007;45784286;2015-09-06;35955052;Katelynn;Alexander was an excellent host. He checked in on us through tour stay and was very responsive. His apartment is charming, comfortable and in the perfect location. We would definitely stay here again.
4493007;48749077;2015-09-28;5961058;Victoria;Alexander was an amazing host - So hospitable and helpful.  The apartment was in an awesome location - near great coffee shops, beautiful canals, bars and not too touristy!! I highly recommend people stay in Alex's apartment
4493007;54177471;2015-11-16;48134236;Ervinas;Alex was great! And it was a pleasure to stay in this apartment.
4493007;69767852;2016-04-13;57515674;Gérard;"Nous n'avons pas vu Alexander c'est un de ses amis qui nous a reçu. L'appartement est petit, propre mais bien agencé et bien chauffé, il manque cependant quelques couverts.
Il est surtout idéalement situé dans le quartier du Jordaan, le long d'un canal sans circulation et donc très calme. la literie est bonne et on y dort très bien.
Un seul reproche et de taille: la douche 'a l'italienne' a été mal conçue (manque de pente) et la salle de bain y compris les WC se retrouvent vite dans l'eau, ou alors il faut presque pas ouvrir le robinet. Dommage ...."
4493007;130505695;2017-02-06;29109785;Rayane;Nice Flat !
953041;4688676;2013-05-20;4423862;Volha;"Mu husband and I had a nice stay on Joyce's boat celebrating my husband's birthday. We had stayed on boats twice before and would never consider staying in a hotel instead. The location of the boat is great, very central and therefore close to many attractions and good places to eat. The boat itself is not big, but easily accommodates 1-2 people, is cozy and is as described (there is a bit of lack of storage space, however; also, the boat  has a bit of a slope, which takes some adjusting to, but it did not bother us that much; finally, as the canal is rather narrow and very busy during the day, expect tourist boats passing very close by; again, that did not bother us, and we quite enjoyed waiving at other tourists pretending to be local, and the outside terrace was great for having a drink/feeding ducks and coots!). Joyce was a great hostess, very prompt in responding and helpful offering advice (also, when on the first night we were disturbed by a noisy party in a house next door, we let her know and she was quick to assure us that it was not common, gave us instructions in case it happened again and offered further assistance; indeed, the second night was very peaceful). Joyce also decorated the boat with fresh flowers and supplied a welcome pack of beer, wine and fruit, which was much appreciated. We would recommend the place and would consider staying again."
953041;8103075;2013-10-15;4235704;Sammy;Just one word. WOW
953041;24721671;2015-01-02;11834913;Magali;Perfect location!!! We had a wonderful Time in the boat! Thank you very much Joyce :-)
953041;50456949;2015-10-12;6308677;Chris;Incredible place in a great location. Joyce was very helpful and we had a lovely time. Definitely recommend the barrel boat!
953041;80834612;2016-06-20;6450651;Alan;Joyce made us feel very welcome indeed. The houseboat is in the best area and is the only place to stay in Amsterdam! Do it! you won't regret it.
4488534;29463720;2015-04-07;29938072;Jaime;"Gracias a la hospitalidad de Carlos y a sus buenos consejos sobre la ciudad, mis 4 días en Amsterdam fueron inolvidables. La casa es muy bonita, moderna, y el sofá es muy confortable. Me sentí como en mi propia casa. El barrio donde vive es muy céntrico y con todo lo necesario a menos de 40 metros (tranvía, panadería, canal...)
Muchas Gracias Carlos, hasta pronto!"
5613210;47688500;2015-09-21;39895815;Siobhan;What a fabulous time we had!  David and Phoebe's studio couldn't have been more beautiful - the location, the view, and the studio itself were just lovely.  David & Phoebe made us feel really welcome, and it really felt as if it was our own home.  The space was airy and comfortable with lots of space.  We can't wait to go back!  Highly recommend!
5613210;48568332;2015-09-27;5226347;Alexander;"David and Phoebe are wonderful hosts and they were extremely helpful from beginning to end. They offered to make dinner reservations and left us with volumes of info on Amsterdam. But beyond the kindness and assistance was a marvellous apartment adorned with David's artwork. It's perfectly located in Jordaan, very close to loads of great restaurants and cafes. I hope to return here on my next trip!

I highly recommend this flat, perfect for one or two people."
5613210;49551696;2015-10-04;2310797;Steve;awesome and inspiring place. quiet but central. perfect spot for enjoying Amsterdam for a weekend. Thanks David!
1232131;7082476;2013-09-05;7715842;Andre;Thanks to Omyra. She has a wonderful apartment. Very helpful and friendly Person. Always smiling :). I had the hole apartment for me, that was great. Everything was clean. Large apartment with a 	balcony and a very good equipped kitchen. I absolute recommend her.
1232131;7206518;2013-09-10;8417679;Max;"Everthing was fine. I used this comfy appartment for 4 days and was lucky to be the only guest. So I had - besides the toilet and bathroom of course -  a huge living-kitchen-room (with balcony) to use and Omyra was so nice to let me choose the room: Either the one bed-room or the three-bed-room (with one bunk-bed and one single bed). So I choosed the bed with the best mattress.
If you checked the tram and busses its a great and quiet place to come home to - from a long day in the city. And it really takes you not too long to the city.
I liked it very much. Thanx to Oymra and her family!"
1232131;36045007;2015-06-24;34982604;Ting Yan Lesley;The room is clean and tidy. Very nice host. Highly recommend.
1232131;42476309;2015-08-13;34213931;Boris;"Very nice and clean apartment, great view from balcony, there is a market and tram station in 2 min walking.
Thanks Omyra, hope to stay more!"
1232131;52725419;2015-11-01;30923257;Gianantonio;"A perfect stay in Amsterdam. Omyra and her husband were extremely careful in providing directions, useful information and so on. Omyra's husband gave me a hearty welcome. I met Omyra some days later and we have a nice chat. The accommodation is really in a perfect state, the location is ""strategic"" for reaching both the City Center and Schiphol. Highly recommendable."
1232131;54299050;2015-11-17;33957207;Dario;Great place, had the apartment to myself so it was a nice relaxing experience. Very easy access to the center and a supermarket right across the road. A+
1232131;58523956;2016-01-03;45655238;Simone;"Tutto ok, molto affidabile, preciso e puntuale!
Tutto è realmente come in descrizione!!!
AAA+++"
12643640;73587042;2016-05-08;63848917;Emma;A very nice apartment and the family who we rent it from were very kind and helpful.
12643640;82330966;2016-06-27;78909864;Alexander;"Wir haben drei Nächte in Jolandas sehr schönem Apartment übernachtet. Die Wohnung ist sehr großzügig, hat eine traumhafte Dachterasse und entspricht der Beschreibung. 

Jolanda und ihr Mann waren sehr nett und immer gut zu erreichen, außerdem waren sie sehr flexibel bei unserer Ankuftszeit.

Die Wohnung ist etwas südlich vom Zentrum in einer ruhigen Straße, aber sehr nah am Van Gogh Museum und dem Museumsplatz gelegen. Fahrradverleih ca. 10 min zu Fuß.

Ich kann Jolandas Unterkunft nur wärmstens empfehlen, sie ist perfekt für ein Amsterdam-Wochenende geeignet!"
6229101;129063280;2017-01-29;71063391;Pierre-Louis;Séjour parfait et Pieter parfait aussi
2800887;71254404;2016-04-24;47443096;Sonja;"We had a very lovely stay in Pilou's sunny, quiet and cozy appartment. 
There is everything you need in her beautiful equipped home. The place is perfekt located, close to shops and the tram station in a nice and not touristic neighborhood, so that you can catch the feeling of being a local.
The only disadvantage was to have no more time to stay there longer. :-)"
2800887;124630636;2017-01-02;5686835;Nastya;The apartment is really good located, clean and stylish. Pilou was very helpful and nice.
